Human Ensembl,Mouse Ensembl,Mouse Gene,Mouse Uniprot,Human Gene,Human Uniprot
ENSG00000151611,ENSMUSG00000037022,Mmaa,Q8C7H1,MMAA,Q8IVH4
ENSG00000151612,ENSMUSG00000071064,Zfp827,Q505G8,ZNF827,Q17R98
ENSG00000151615,ENSMUSG00000031688,Pou4f2,Q63934,POU4F2,Q12837
ENSG00000151617,ENSMUSG00000031616,Ednra,Q61614,EDNRA,P25101
ENSG00000151651,ENSMUSG00000025473,Adam8,Q05910,ADAM8,P78325
ENSG00000151655,ENSMUSG00000037254,Itih2,Q61703,ITIH2,P19823
ENSG00000151657,ENSMUSG00000037262,Kin,Q8K339,KIN,O60870
ENSG00000151665,ENSMUSG00000024145,Pigf,O09101,PIGF,Q07326
ENSG00000151687,ENSMUSG00000039342,Ankar,A2RT91,ANKAR,Q7Z5J8
ENSG00000151689,ENSMUSG00000026102,Inpp1,P49442,INPP1,P49441
ENSG00000151690,ENSMUSG00000041439,Mfsd6,Q8CBH5,MFSD6,Q6ZSS7
ENSG00000151692,ENSMUSG00000020642,Rnf144a,Q925F3,RNF144A,P50876
ENSG00000151693,ENSMUSG00000052632,Asap2,Q7SIG6,ASAP2,O43150
ENSG00000151694,ENSMUSG00000052593,Adam17,Q9Z0F8,ADAM17,P78536
ENSG00000151702,ENSMUSG00000016087,Fli1,P26323,FLI1,Q01543
ENSG00000151704,ENSMUSG00000041248,Kcnj1,O88335,KCNJ1,P48048
ENSG00000151715,ENSMUSG00000041737,Tmem45b,Q8VCZ2,TMEM45B,Q96B21
ENSG00000151718,ENSMUSG00000031563,Wwc2,Q6NXJ0,WWC2,Q6AWC2
ENSG00000151725,ENSMUSG00000031629,Cenpu,Q8C4M7,CENPU,Q71F23
ENSG00000151726,ENSMUSG00000018796,Acsl1,P41216,ACSL1,P33121
ENSG00000151729,ENSMUSG00000031633,Slc25a4,P48962,SLC25A4,P12235
ENSG00000151743,ENSMUSG00000068250,Amn1,B8JKV0,AMN1,Q8IY45
ENSG00000151746,ENSMUSG00000003452,Bicd1,Q8BR07,BICD1,Q96G01
ENSG00000151748,ENSMUSG00000021067,Sav1,Q8VEB2,SAV1,Q9H4B6
ENSG00000151773,ENSMUSG00000034795,Ccdc122,Q8BVN0,CCDC122,Q5T0U0
ENSG00000151778,ENSMUSG00000052584,Serp2,Q6TAW2,SERP2,Q8N6R1
ENSG00000151790,ENSMUSG00000028011,Tdo2,P48776,TDO2,P48775
ENSG00000151806,ENSMUSG00000029208,Guf1,Q8C3X4,GUF1,Q8N442
ENSG00000151812,ENSMUSG00000021852,Slc35f4,Q8BZK4,SLC35F4,A4IF30
ENSG00000151834,ENSMUSG00000000560,Gabra2,P26048,GABRA2,P47869
ENSG00000151838,ENSMUSG00000021086,Ccdc175,E9PVB3,CCDC175,P0C221
ENSG00000151846,ENSMUSG00000022283,Pabpc1,P29341,PABPC3,Q9H361
ENSG00000151849,ENSMUSG00000064128,Cenpj,Q569L8,CENPJ,Q9HC77
ENSG00000151876,ENSMUSG00000022184,Fbxo4,Q8CHQ0,FBXO4,Q9UKT5
ENSG00000151882,ENSMUSG00000074715,Ccl28,Q9JIL2,CCL28,Q9NRJ3
ENSG00000151883,ENSMUSG00000021725,Parp8,Q3UD82,PARP8,Q8N3A8
ENSG00000151892,ENSMUSG00000025089,Gfra1,P97785,GFRA1,P56159
ENSG00000151893,ENSMUSG00000033417,Cacul1,Q8R0X2,CACUL1,Q86Y37
ENSG00000151914,ENSMUSG00000026131,Dst,Q91ZU6,DST,Q03001
ENSG00000151917,ENSMUSG00000042182,Bend6,Q6PFX2,BEND6,Q5SZJ8
ENSG00000151923,ENSMUSG00000030846,Tial1,P70318,TIAL1,Q01085
ENSG00000151929,ENSMUSG00000030847,Bag3,Q9JLV1,BAG3,O95817
ENSG00000151948,ENSMUSG00000049971,Glt1d1,A4FUP9,GLT1D1,Q96MS3
ENSG00000151962,ENSMUSG00000033882,Rbm46,P86049,RBM46,Q8TBY0
ENSG00000151967,ENSMUSG00000027777,Schip1,P0DPB4,SCHIP1,P0DPB3
ENSG00000152049,ENSMUSG00000047330,Kcne4,Q9WTW3,KCNE4,Q8WWG9
ENSG00000152056,ENSMUSG00000054702,Ap1s3,Q7TN05,AP1S3,Q96PC3
ENSG00000152061,ENSMUSG00000026721,Rabgap1l,A6H6A9,RABGAP1L,Q5R372
ENSG00000152061,ENSMUSG00000026721,Rabgap1l,A6H6A9,RABGAP1L,B7ZAP0
ENSG00000152078,ENSMUSG00000028132,Tlcd4,Q8CGF5,TLCD4,Q96MV1
ENSG00000152082,ENSMUSG00000022671,Mzt2,Q9CQ25,MZT2B,Q6NZ67
ENSG00000152092,ENSMUSG00000026587,Astn1,Q61137,ASTN1,O14525
ENSG00000152093,ENSMUSG00000026124,Cfc1,P97766,CFC1B,P0CG36
ENSG00000152102,ENSMUSG00000037503,Fam168b,Q80XQ8,FAM168B,A1KXE4
ENSG00000152104,ENSMUSG00000026604,Ptpn14,Q62130,PTPN14,Q15678
ENSG00000152127,ENSMUSG00000036155,Mgat5,Q8R4G6,MGAT5,Q09328
ENSG00000152128,ENSMUSG00000026347,Tmem163,Q8C996,TMEM163,Q8TC26
ENSG00000152137,ENSMUSG00000041548,Hspb8,Q9JK92,HSPB8,Q9UJY1
ENSG00000152147,ENSMUSG00000055760,Gemin6,Q9CX53,GEMIN6,Q8WXD5
ENSG00000152154,ENSMUSG00000024245,Tmem178,Q9CZ16,TMEM178A,Q8NBL3
ENSG00000152192,ENSMUSG00000048349,Pou4f1,P17208,POU4F1,Q01851
ENSG00000152193,ENSMUSG00000022120,Obi1,Q8K2Y0,OBI1,Q5W0B1
ENSG00000152208,ENSMUSG00000071424,Grid2,Q61625,GRID2,O43424
ENSG00000152213,ENSMUSG00000043157,Arl11,Q6P3A9,ARL11,Q969Q4
ENSG00000152214,ENSMUSG00000057455,Rit2,P70425,RIT2,Q99578
ENSG00000152217,ENSMUSG00000024548,Setbp1,Q9Z180,SETBP1,Q9Y6X0
ENSG00000152219,ENSMUSG00000027122,Arl14ep,Q8BIX3,ARL14EP,Q8N8R7
ENSG00000152223,ENSMUSG00000039840,Epg5,Q80TA9,EPG5,Q9HCE0
ENSG00000152229,ENSMUSG00000025429,Pstpip2,Q99M15,PSTPIP2,Q9H939
ENSG00000152234,ENSMUSG00000025428,Atp5f1a,Q03265,ATP5F1A,P25705
ENSG00000152240,ENSMUSG00000041840,Haus1,Q8BHX1,HAUS1,Q96CS2
ENSG00000152253,ENSMUSG00000005233,Spc25,Q3UA16,SPC25,Q9HBM1
ENSG00000152254,ENSMUSG00000005232,G6pc2,Q9Z186,G6PC2,Q9NQR9
ENSG00000152256,ENSMUSG00000006494,Pdk1,Q8BFP9,PDK1,Q15118
ENSG00000152291,ENSMUSG00000056429,Tgoln1,Q62313,TGOLN2,O43493
ENSG00000152315,ENSMUSG00000045404,Kcnk13,Q8R1P5,KCNK13,Q9HB14
ENSG00000152332,ENSMUSG00000026667,Uhmk1,P97343,UHMK1,Q8TAS1
ENSG00000152359,ENSMUSG00000021671,Poc5,Q9DBS8,POC5,Q8NA72
ENSG00000152382,ENSMUSG00000026563,Tada1,Q99LM9,TADA1,Q96BN2
ENSG00000152404,ENSMUSG00000025898,Cwf19l2,Q8BG79,CWF19L2,Q2TBE0
ENSG00000152413,ENSMUSG00000007617,Homer1,Q9Z2Y3,HOMER1,Q86YM7
ENSG00000152430,ENSMUSG00000025977,Boll,Q924M5,BOLL,Q8N9W6
ENSG00000152439,ENSMUSG00000000103,Zfy2,P20662,ZNF773,Q6PK81
ENSG00000152439,ENSMUSG00000053211,Zfy1,P10925,ZNF773,Q6PK81
ENSG00000152454,ENSMUSG00000000103,Zfy2,P20662,ZNF256,Q9Y2P7
ENSG00000152454,ENSMUSG00000053211,Zfy1,P10925,ZNF256,Q9Y2P7
ENSG00000152457,ENSMUSG00000026648,Dclre1c,Q8K4J0,DCLRE1C,Q96SD1
ENSG00000152463,ENSMUSG00000026645,Olah,Q8R197,OLAH,Q9NV23
ENSG00000152465,ENSMUSG00000026643,Nmt2,O70311,NMT2,O60551
ENSG00000152475,ENSMUSG00000000103,Zfy2,P20662,ZNF837,Q96EG3
ENSG00000152475,ENSMUSG00000053211,Zfy1,P10925,ZNF837,Q96EG3
ENSG00000152484,ENSMUSG00000029640,Usp12,Q9D9M2,USP12,O75317
ENSG00000152492,ENSMUSG00000038127,Ccdc50,Q810U5,CCDC50,Q8IVM0
ENSG00000152503,ENSMUSG00000033949,Trim36,Q80WG7,TRIM36,Q9NQ86
ENSG00000152518,ENSMUSG00000045817,Zfp36l2,P23949,ZFP36L2,P47974
ENSG00000152520,ENSMUSG00000029647,Pan3,Q640Q5,PAN3,Q58A45
ENSG00000152527,ENSMUSG00000040852,Plekhh2,Q8C115,PLEKHH2,Q8IVE3
ENSG00000152556,ENSMUSG00000033065,Pfkm,P47857,PFKM,P08237
ENSG00000152558,ENSMUSG00000050912,Tmem123,Q91Z22,TMEM123,Q8N131
ENSG00000152578,ENSMUSG00000025892,Gria4,Q9Z2W8,GRIA4,P48058
ENSG00000152580,ENSMUSG00000036334,Igsf10,Q3V1M1,IGSF10,Q6WRI0
ENSG00000152582,ENSMUSG00000072663,Spef2,Q8C9J3,SPEF2,Q9C093
ENSG00000152583,ENSMUSG00000029309,Sparcl1,P70663,SPARCL1,Q14515
ENSG00000152592,ENSMUSG00000029307,Dmp1,O55188,DMP1,Q13316
ENSG00000152595,ENSMUSG00000053863,Mepe,Q8K4L6,MEPE,Q9NQ76
ENSG00000152601,ENSMUSG00000027763,Mbnl1,Q9JKP5,MBNL1,Q9NR56
ENSG00000152611,ENSMUSG00000039676,Capsl,Q6P8Y1,CAPSL,Q8WWF8
ENSG00000152620,ENSMUSG00000022253,Nadk2,Q8C5H8,NADK2,Q4G0N4
ENSG00000152642,ENSMUSG00000050627,Gpd1l,Q3ULJ0,GPD1L,Q8N335
ENSG00000152661,ENSMUSG00000050953,Gja1,P23242,GJA1,P17302
ENSG00000152669,ENSMUSG00000042417,Ccno,P0C242,CCNO,P22674
ENSG00000152670,ENSMUSG00000021758,Ddx4,Q61496,DDX4,Q9NQI0
ENSG00000152683,ENSMUSG00000024069,Slc30a6,Q8BJM5,SLC30A6,Q6NXT4
ENSG00000152684,ENSMUSG00000042275,Pelo,Q80X73,PELO,Q9BRX2
ENSG00000152700,ENSMUSG00000020386,Sar1b,Q9CQC9,SAR1B,Q9Y6B6
ENSG00000152705,ENSMUSG00000021499,Catsper3,Q80W99,CATSPER3,Q86XQ3
ENSG00000152749,ENSMUSG00000022131,Gpr180,Q8BPS4,GPR180,Q86V85
ENSG00000152760,ENSMUSG00000028523,Dynlt5,Q9D5I4,DYNLT5,Q8N7M0
ENSG00000152763,ENSMUSG00000035126,Dnai4,E9PYY5,DNAI4,Q5VTH9
ENSG00000152766,ENSMUSG00000024774,Ankrd22,Q9D3J5,ANKRD22,Q5VYY1
ENSG00000152767,ENSMUSG00000025555,Farp1,F8VPU2,FARP1,Q9Y4F1
ENSG00000152779,ENSMUSG00000009378,Slc16a12,Q8BGC3,SLC16A12,Q6ZSM3
ENSG00000152782,ENSMUSG00000033610,Pank1,Q8K4K6,PANK1,Q8TE04
ENSG00000152784,ENSMUSG00000035456,Prdm8,Q8BZ97,PRDM8,Q9NQV8
ENSG00000152785,ENSMUSG00000029335,Bmp3,Q8BHE5,BMP3,P12645
ENSG00000152822,ENSMUSG00000019828,Grm1,P97772,GRM1,Q13255
ENSG00000152894,ENSMUSG00000019889,Ptprk,P35822,PTPRK,Q15262
ENSG00000152904,ENSMUSG00000021302,Ggps1,Q9WTN0,GGPS1,O95749
ENSG00000152910,ENSMUSG00000031772,Cntnap4,Q99P47,CNTNAP4,Q9C0A0
ENSG00000152932,ENSMUSG00000021700,Rab3c,P62823,RAB3C,Q96E17
ENSG00000152936,ENSMUSG00000054966,Lmntd1,Q9D4C1,LMNTD1,Q8N9Z9
ENSG00000152939,ENSMUSG00000021636,Marveld2,Q3UZP0,MARVELD2,Q8N4S9
ENSG00000152942,ENSMUSG00000021635,Rad17,Q6NXW6,RAD17,O75943
ENSG00000152944,ENSMUSG00000030291,Med21,Q9CQ39,MED21,Q13503
ENSG00000152952,ENSMUSG00000032374,Plod2,Q9R0B9,PLOD2,O00469
ENSG00000152953,ENSMUSG00000029123,Stk32b,Q9JJX8,STK32B,Q9NY57
ENSG00000152954,ENSMUSG00000048978,Nrsn1,P97799,NRSN1,Q8IZ57
ENSG00000152969,ENSMUSG00000063646,Jakmip1,Q8BVL9,JAKMIP1,Q96N16
ENSG00000152977,ENSMUSG00000032368,Zic1,P46684,ZIC1,Q15915
ENSG00000152990,ENSMUSG00000029090,Adgra3,Q7TT36,ADGRA3,Q8IWK6
ENSG00000153006,ENSMUSG00000021716,Srek1ip1,Q4V9W2,SREK1IP1,Q8N9Q2
ENSG00000153012,ENSMUSG00000039252,Lgi2,Q8K4Z0,LGI2,Q8N0V4
ENSG00000153015,ENSMUSG00000021715,Cwc27,Q3TKY6,CWC27,Q6UX04
ENSG00000153029,ENSMUSG00000026471,Mr1,Q8HWB0,MR1,Q95460
ENSG00000153044,ENSMUSG00000045273,Cenph,Q9QYM8,CENPH,Q9H3R5
ENSG00000153046,ENSMUSG00000059288,Cdyl,Q9WTK2,CDYL,Q9Y232
ENSG00000153048,ENSMUSG00000008393,Carhsp1,Q9CR86,CARHSP1,Q9Y2V2
ENSG00000153060,ENSMUSG00000039179,Tekt5,G5E8A8,TEKT5,Q96M29
ENSG00000153064,ENSMUSG00000037922,Bank1,Q80VH0,BANK1,Q8NDB2
ENSG00000153066,ENSMUSG00000022498,Txndc11,Q8K2W3,TXNDC11,Q6PKC3
ENSG00000153086,ENSMUSG00000026348,Acmsd,Q8R519,ACMSD,Q8TDX5
ENSG00000153093,ENSMUSG00000027380,Acoxl,Q9DBS4,ACOXL,Q9NUZ1
ENSG00000153094,ENSMUSG00000027381,Bcl2l11,O54918,BCL2L11,O43521
ENSG00000153107,ENSMUSG00000014355,Anapc1,P53995,ANAPC1,Q9H1A4
ENSG00000153113,ENSMUSG00000021585,Cast,P51125,CAST,P20810
ENSG00000153130,ENSMUSG00000063253,Scoc,Q78YZ6,SCOC,Q9UIL1
ENSG00000153132,ENSMUSG00000002190,Clgn,P52194,CLGN,O14967
ENSG00000153140,ENSMUSG00000021537,Cetn3,O35648,CETN3,O15182
ENSG00000153147,ENSMUSG00000031715,Smarca5,Q91ZW3,SMARCA5,O60264
ENSG00000153157,ENSMUSG00000038651,Sycp2l,A0A0M3U1B0,SYCP2L,Q5T4T6
ENSG00000153162,ENSMUSG00000039004,Bmp6,P20722,BMP6,P22004
ENSG00000153179,ENSMUSG00000025795,Rassf3,Q99P51,RASSF3,Q86WH2
ENSG00000153187,ENSMUSG00000039630,Hnrnpu,Q8VEK3,HNRNPU,Q00839
ENSG00000153201,ENSMUSG00000003226,Ranbp2,Q9ERU9,RANBP2,P49792
ENSG00000153207,ENSMUSG00000026491,Ahctf1,Q8CJF7,AHCTF1,Q8WYP5
ENSG00000153208,ENSMUSG00000014361,Mertk,Q60805,MERTK,Q12866
ENSG00000153214,ENSMUSG00000014353,Tmem87b,Q8BKU8,TMEM87B,Q96K49
ENSG00000153233,ENSMUSG00000020151,Ptprr,Q62132,PTPRR,Q15256
ENSG00000153234,ENSMUSG00000026826,Nr4a2,Q06219,NR4A2,P43354
ENSG00000153237,ENSMUSG00000036641,Ccdc148,Q6P5U8,CCDC148,Q8NFR7
ENSG00000153246,ENSMUSG00000054580,Pla2r1,Q62028,PLA2R1,Q13018
ENSG00000153250,ENSMUSG00000026970,Rbms1,Q91W59,RBMS1,P29558
ENSG00000153253,ENSMUSG00000057182,Scn3a,A2ASI5,SCN3A,Q9NY46
ENSG00000153266,ENSMUSG00000021743,Fezf2,Q9ESP5,FEZF2,Q8TBJ5
ENSG00000153283,ENSMUSG00000022657,Cd96,Q3U0X8,CD96,P40200
ENSG00000153291,ENSMUSG00000023912,Slc25a27,Q9D6D0,SLC25A27,O95847
ENSG00000153292,ENSMUSG00000041293,Adgrf1,Q8VEC3,ADGRF1,Q5T601
ENSG00000153310,ENSMUSG00000022378,Cyrib,Q921M7,CYRIB,Q9NUQ9
ENSG00000153317,ENSMUSG00000022377,Asap1,Q9QWY8,ASAP1,Q9ULH1
ENSG00000153391,ENSMUSG00000047989,Ino80c,Q8BHA0,INO80C,Q6PI98
ENSG00000153395,ENSMUSG00000021608,Lpcat1,Q3TFD2,LPCAT1,Q8NF37
ENSG00000153406,ENSMUSG00000063445,Nmral1,Q8K2T1,NMRAL1,Q9HBL8
ENSG00000153443,ENSMUSG00000039568,Ubald1,Q6P3B2,UBALD1,Q8TB05
ENSG00000153446,ENSMUSG00000051669,AU021092,Q3UST5,C16orf89,Q6UX73
ENSG00000153485,ENSMUSG00000046675,Lyset,Q8BH26,LYSET,Q8N6I4
ENSG00000153487,ENSMUSG00000045969,Ing1,Q9QXV3,ING1,Q9UK53
ENSG00000153495,ENSMUSG00000031512,Tex29,Q9DA77,TEX29,Q8N6K0
ENSG00000153498,ENSMUSG00000010435,Spaca7,Q9D2S4,SPACA7,Q96KW9
ENSG00000153531,ENSMUSG00000031448,Adprhl1,Q8BGK2,ADPRHL1,Q8NDY3
ENSG00000153551,ENSMUSG00000032436,Cmtm7,Q9ESD6,CMTM7,Q96FZ5
ENSG00000153558,ENSMUSG00000032507,Fbxl2,Q8BH16,FBXL2,Q9UKC9
ENSG00000153560,ENSMUSG00000009741,Ubp1,Q811S7,UBP1,Q9NZI7
ENSG00000153561,ENSMUSG00000002222,Rmnd5a,Q80YQ8,RMND5A,Q9H871
ENSG00000153563,ENSMUSG00000053977,Cd8a,P01731,CD8A,P01732
ENSG00000153574,ENSMUSG00000053604,Rpia,P47968,RPIA,P49247
ENSG00000153684,ENSMUSG00000002546,Golga2,Q921M4,GOLGA8F,Q08AF8
ENSG00000153707,ENSMUSG00000028399,Ptprd,Q64487,PTPRD,P23468
ENSG00000153714,ENSMUSG00000048706,Lurap1l,Q8K2P1,LURAP1L,Q8IV03
ENSG00000153721,ENSMUSG00000015202,Cnksr3,Q8BMA3,CNKSR3,Q6P9H4
ENSG00000153767,ENSMUSG00000022828,Gtf2e1,Q9D0D5,GTF2E1,P29083
ENSG00000153774,ENSMUSG00000031954,Cfdp1,O88271,CFDP1,Q9UEE9
ENSG00000153786,ENSMUSG00000031823,Zdhhc7,Q91WU6,ZDHHC7,Q9NXF8
ENSG00000153790,ENSMUSG00000029828,Spmip4,Q9D5Y0,SPMIP4,Q8N865
ENSG00000153802,ENSMUSG00000061259,Tmprss11d,Q8VHK8,TMPRSS11D,O60235
ENSG00000153814,ENSMUSG00000063568,Jazf1,Q80ZQ5,JAZF1,Q86VZ6
ENSG00000153815,ENSMUSG00000034390,Cmip,Q9D486,CMIP,Q8IY22
ENSG00000153822,ENSMUSG00000051497,Kcnj16,Q9Z307,KCNJ16,Q9NPI9
ENSG00000153823,ENSMUSG00000045658,Pid1,Q3UBG2,PID1,Q7Z2X4
ENSG00000153827,ENSMUSG00000026219,Trip12,G5E870,TRIP12,Q14669
ENSG00000153832,ENSMUSG00000073633,Fbxo36,Q9CQ24,FBXO36,Q8NEA4
ENSG00000153879,ENSMUSG00000056216,Cebpg,P53568,CEBPG,P53567
ENSG00000153885,ENSMUSG00000030499,Kctd15,Q8K0E1,KCTD15,Q96SI1
ENSG00000153898,ENSMUSG00000011008,Mcoln2,Q8K595,MCOLN2,Q8IZK6
ENSG00000153902,ENSMUSG00000036560,Lgi4,Q8K1S1,LGI4,Q8N135
ENSG00000153904,ENSMUSG00000028194,Ddah1,Q9CWS0,DDAH1,O94760
ENSG00000153922,ENSMUSG00000023852,Chd1,P40201,CHD1,O14646
ENSG00000153930,ENSMUSG00000047773,Ankfn1,A0A571BF63,ANKFN1,Q8N957
ENSG00000153933,ENSMUSG00000000276,Dgke,Q9R1C6,DGKE,P52429
ENSG00000153936,ENSMUSG00000040151,Hs2st1,Q8R3H7,HS2ST1,Q7LGA3
ENSG00000153944,ENSMUSG00000069769,Msi2,Q920Q6,MSI2,Q96DH6
ENSG00000153956,ENSMUSG00000040118,Cacna2d1,O08532,CACNA2D1,P54289
ENSG00000153975,ENSMUSG00000039531,Zup1,Q3T9Z9,ZUP1,Q96AP4
ENSG00000153976,ENSMUSG00000047759,Hs3st3a1,Q8BKN6,HS3ST3A1,Q9Y663
ENSG00000153982,ENSMUSG00000061666,Gdpd1,Q9CRY7,GDPD1,Q8N9F7
ENSG00000153989,ENSMUSG00000023068,Nus1,Q99LJ8,NUS1,Q96E22
ENSG00000153993,ENSMUSG00000040254,Sema3d,Q8BH34,SEMA3D,O95025
ENSG00000154001,ENSMUSG00000021051,Ppp2r5e,Q61151,PPP2R5E,Q16537
ENSG00000154007,ENSMUSG00000038997,Asb17,Q8VHP9,ASB17,Q8WXJ9
ENSG00000154016,ENSMUSG00000004837,Grap,Q9CX99,GRAP,Q13588
ENSG00000154025,ENSMUSG00000042371,Slc5a10,Q5SWY8,SLC5A10,A0PJK1
ENSG00000154027,ENSMUSG00000039058,Ak5,Q920P5,AK5,Q9Y6K8
ENSG00000154040,ENSMUSG00000024430,Cabyr,Q9D424,CABYR,O75952
ENSG00000154059,ENSMUSG00000024423,Impact,O55091,IMPACT,Q9P2X3
ENSG00000154079,ENSMUSG00000026154,Sdhaf4,Q8BTE0,SDHAF4,Q5VUM1
ENSG00000154080,ENSMUSG00000047161,Chst9,Q76EC5,CHST9,Q7L1S5
ENSG00000154096,ENSMUSG00000032011,Thy1,P01831,THY1,P04216
ENSG00000154099,ENSMUSG00000031831,Dnaaf1,Q9D2H9,DNAAF1,Q8NEP3
ENSG00000154102,ENSMUSG00000043687,1190005I06Rik,Q8K1L6,C16orf74,Q96GX8
ENSG00000154114,ENSMUSG00000037287,Tbcel,Q8C5W3,TBCEL,Q5QJ74
ENSG00000154118,ENSMUSG00000025318,Jph3,Q9ET77,JPH3,Q8WXH2
ENSG00000154122,ENSMUSG00000022265,Ank,Q9JHZ2,ANKH,Q9HCJ1
ENSG00000154124,ENSMUSG00000046034,Otulin,Q3UCV8,OTULIN,Q96BN8
ENSG00000154127,ENSMUSG00000032020,Ubash3b,Q8BGG7,UBASH3B,Q8TF42
ENSG00000154133,ENSMUSG00000032125,Robo4,Q8C310,ROBO4,Q8WZ75
ENSG00000154143,ENSMUSG00000011118,Panx3,Q8CEG0,PANX3,Q96QZ0
ENSG00000154144,ENSMUSG00000011114,Tbrg1,Q3UB74,TBRG1,Q3YBR2
ENSG00000154146,ENSMUSG00000053310,Nrgn,P60761,NRGN,Q92686
ENSG00000154153,ENSMUSG00000022270,Retreg1,Q8VE91,RETREG1,Q9H6L5
ENSG00000154162,ENSMUSG00000040452,Cdh12,Q5RJH3,CDH12,P55289
ENSG00000154165,ENSMUSG00000047293,Gpr15,Q0VDU3,GPR15,P49685
ENSG00000154174,ENSMUSG00000022752,Tomm70a,Q9CZW5,TOMM70,O94826
ENSG00000154188,ENSMUSG00000022309,Angpt1,O08538,ANGPT1,Q15389
ENSG00000154217,ENSMUSG00000040430,Pitpnc1,Q8K4R4,PITPNC1,Q9UKF7
ENSG00000154222,ENSMUSG00000028582,Cc2d1b,Q8BRN9,CC2D1B,Q5T0F9
ENSG00000154227,ENSMUSG00000030510,Cers3,Q1A3B0,CERS3,Q8IU89
ENSG00000154237,ENSMUSG00000015133,Lrrk1,Q3UHC2,LRRK1,Q38SD2
ENSG00000154240,ENSMUSG00000020728,Cep112,Q5PR68,CEP112,Q8N8E3
ENSG00000154252,ENSMUSG00000093805,Gal3st2b,Q6XQH0,GAL3ST2,Q9H3Q3
ENSG00000154258,ENSMUSG00000041797,Abca9,Q8K449,ABCA9,Q8IUA7
ENSG00000154262,ENSMUSG00000044749,Abca6,Q8K441,ABCA6,Q8N139
ENSG00000154265,ENSMUSG00000018800,Abca5,Q8K448,ABCA5,Q8WWZ7
ENSG00000154269,ENSMUSG00000019989,Enpp3,Q6DYE8,ENPP3,O14638
ENSG00000154274,ENSMUSG00000060512,0610040J01Rik,Q99K99,C4orf19,Q8IY42
ENSG00000154277,ENSMUSG00000029223,Uchl1,Q9R0P9,UCHL1,P09936
ENSG00000154309,ENSMUSG00000030768,Disp1,Q3TDN0,DISP1,Q96F81
ENSG00000154310,ENSMUSG00000027692,Tnik,P83510,TNIK,Q9UKE5
ENSG00000154319,ENSMUSG00000035095,Fam167a,Q6P1G6,FAM167A,Q96KS9
ENSG00000154328,ENSMUSG00000035121,Neil2,Q6R2P8,NEIL2,Q969S2
ENSG00000154330,ENSMUSG00000041731,Pgm5,Q8BZF8,PGM5,Q15124
ENSG00000154342,ENSMUSG00000009900,Wnt3a,P27467,WNT3A,P56704
ENSG00000154358,ENSMUSG00000061462,Obscn,A2AAJ9,OBSCN,Q5VST9
ENSG00000154359,ENSMUSG00000039633,Lonrf1,D3YY23,LONRF1,Q17RB8
ENSG00000154370,ENSMUSG00000020455,Trim11,Q99PQ2,TRIM11,Q96F44
ENSG00000154380,ENSMUSG00000022995,Enah,Q03173,ENAH,Q8N8S7
ENSG00000154415,ENSMUSG00000042717,Ppp1r3a,Q99MR9,PPP1R3A,Q16821
ENSG00000154429,ENSMUSG00000031971,Ccsap,Q8QZT2,CCSAP,Q6IQ19
ENSG00000154438,ENSMUSG00000010796,Asz1,Q8VD46,ASZ1,Q8WWH4
ENSG00000154451,ENSMUSG00000105504,Gbp5,Q8CFB4,GBP5,Q96PP8
ENSG00000154473,ENSMUSG00000066979,Bub3,Q9WVA3,BUB3,O43684
ENSG00000154478,ENSMUSG00000040125,Gpr26,Q8BZA7,GPR26,Q8NDV2
ENSG00000154479,ENSMUSG00000070883,Cfap210,A0JLY1,CFAP210,Q0VFZ6
ENSG00000154485,ENSMUSG00000030981,Mmp21,Q8K3F2,MMP21,Q8N119
ENSG00000154493,ENSMUSG00000030994,D7Ertd443e,D2J0Y4,C10orf90,Q96M02
ENSG00000154511,ENSMUSG00000029270,Dipk1a,Q9D6I7,DIPK1A,Q5T7M9
ENSG00000154518,ENSMUSG00000018770,Atp5mc3,P56384,ATP5MC3,P48201
ENSG00000154548,ENSMUSG00000054679,Srsf12,Q8C8K3,SRSF12,Q8WXF0
ENSG00000154553,ENSMUSG00000031636,Pdlim3,O70209,PDLIM3,Q53GG5
ENSG00000154556,ENSMUSG00000031626,Sorbs2,Q3UTJ2,SORBS2,O94875
ENSG00000154582,ENSMUSG00000079658,Eloc,P83940,ELOC,Q15369
ENSG00000154589,ENSMUSG00000025779,Ly96,Q9JHF9,LY96,Q9Y6Y9
ENSG00000154611,ENSMUSG00000036743,Psma8,Q9CWH6,PSMA8,Q8TAA3
ENSG00000154640,ENSMUSG00000022863,Btg3,P50615,BTG3,Q14201
ENSG00000154642,ENSMUSG00000022864,D16Ertd472e,Q9D7G4,C21orf91,Q9NYK6
ENSG00000154645,ENSMUSG00000022860,Chodl,Q9CXM0,CHODL,Q9H9P2
ENSG00000154646,ENSMUSG00000022857,Tmprss15,P97435,TMPRSS15,P98073
ENSG00000154654,ENSMUSG00000022762,Ncam2,O35136,NCAM2,O15394
ENSG00000154678,ENSMUSG00000004347,Pde1c,Q64338,PDE1C,Q14123
ENSG00000154710,ENSMUSG00000025340,Rabgef1,Q9JM13,RABGEF1,Q9UJ41
ENSG00000154719,ENSMUSG00000022889,Mrpl39,Q9JKF7,MRPL39,Q9NYK5
ENSG00000154721,ENSMUSG00000053062,Jam2,Q9JI59,JAM2,P57087
ENSG00000154723,ENSMUSG00000022890,Atp5pf,P97450,ATP5PF,P18859
